URL,tipo de pagina,status code,redirects,canonical declarada,canonical Google,meta robots,x-robots-tag,en sitemap si/no,bloqueada si/no,estado GSC,ultimo rastreo,indexable si/no,problema,severidad,recomendacion
https://tuespaciodetrabajo.com/audio-video/,categoria,200,no,https://tuespaciodetrabajo.com/audio-video/,No disponible,"noindex, follow, max-image-preview:large",,no,no,No indexable intencional,No disponible,no,Categoria vacia enlazada globalmente,media,Retirar de navegacion hasta publicar contenido
https://tuespaciodetrabajo.com/ambiente/,categoria,200,no,https://tuespaciodetrabajo.com/ambiente/,No disponible,max-image-preview:large,,no,no,No disponible,No disponible,si,Indexable pero fuera de sitemap,media,Incluir en sitemap si se mantiene indexable
https://tuespaciodetrabajo.com/sitemap-index.xml,sitemap,200,no,,No disponible,,,si,no,GSC descarga antigua 2026-04-27,2026-04-27,si,Puede no haberse refrescado en GSC,media,Reenviar sitemap manualmente
https://tuespaciodetrabajo.com/sitemap-0.xml,sitemap,200,no,,No disponible,,,si,no,GSC descarga antigua 2026-04-26,2026-04-26,si,Live actualizado pero GSC no lo descarga desde abril,media,Reenviar sitemap y revisar permisos MCP
https://tuespaciodetrabajo.com/robots.txt,robots,200,no,,No disponible,,,si,no,Correcto,No disponible,si,No bloquea articulos,baja,Sin cambios
https://tuespaciodetrabajo.com/,home,200,no,https://tuespaciodetrabajo.com/,https://tuespaciodetrabajo.com/,max-image-preview:large,,si,no,Enviada e indexada,2026-05-16T06:36:54Z,si,GSC live confirma indexacion,baja,Usar como hub interno
https://tuespaciodetrabajo.com/sillas/mejor-silla-ergonomica-calidad-precio/,comparativa,200,no,https://tuespaciodetrabajo.com/sillas/mejor-silla-ergonomica-calidad-precio/,https://tuespaciodetrabajo.com/sillas/mejor-silla-ergonomica-calidad-precio/,max-image-preview:large,,si,no,Rastreada actualmente sin indexar,2026-05-13T09:10:44Z,si pero no indexada,Google rastrea pero no selecciona,alta,Reforzar calidad experiencia y autoridad
https://tuespaciodetrabajo.com/accesorios/mejor-monitor-trabajar-desde-casa/,comparativa,200,no,https://tuespaciodetrabajo.com/accesorios/mejor-monitor-trabajar-desde-casa/,https://tuespaciodetrabajo.com/accesorios/mejor-monitor-trabajar-desde-casa/,max-image-preview:large,,si,no,Rastreada actualmente sin indexar,2026-05-13T09:10:44Z,si pero no indexada,Google rastrea pero no selecciona,alta,Reforzar pruebas propias y reducir patron afiliado
https://tuespaciodetrabajo.com/escritorios/mejor-escritorio-elevable-electrico/,comparativa,200,no,https://tuespaciodetrabajo.com/escritorios/mejor-escritorio-elevable-electrico/,https://tuespaciodetrabajo.com/escritorios/mejor-escritorio-elevable-electrico/,max-image-preview:large,,si,no,Rastreada actualmente sin indexar,2026-04-20T19:33:50Z,si pero no indexada,Google rastrea pero no selecciona,alta,Reforzar metodologia y enlazado contextual
https://tuespaciodetrabajo.com/guias/ergonomia-teletrabajo-postura-correcta/,guia,200,no,https://tuespaciodetrabajo.com/guias/ergonomia-teletrabajo-postura-correcta/,https://tuespaciodetrabajo.com/guias/ergonomia-teletrabajo-postura-correcta/,max-image-preview:large,,si,no,Rastreada actualmente sin indexar,2026-05-13T09:12:45Z,si pero no indexada,Tuvo 1 impresion post caida,media,Usar como pieza semilla y mejorar E-E-A-T
https://tuespaciodetrabajo.com/ambiente/mejor-ventilador-silencioso-oficina/,comparativa,200,no,https://tuespaciodetrabajo.com/ambiente/mejor-ventilador-silencioso-oficina/,https://tuespaciodetrabajo.com/ambiente/mejor-ventilador-silencioso-oficina/,max-image-preview:large,,si,no,Rastreada actualmente sin indexar,2026-05-19T10:01:13Z,si pero no indexada,Google ya la rastreo pero no indexa,media,No reenviar masivamente; mejorar autoridad/enlaces si persiste
