keyword,search_volume,difficulty,cpc,intent,mapped_blog_slugs,cluster,notes
mejor ratón ergonómico,0,,commercial_investigation,mejor-raton-vertical-ergonomico,,Búsqueda relacionada Google — KW Surfer 0
ratón ergonómico vertical Logitech,,,commercial_investigation,mejor-raton-vertical-ergonomico,,Búsqueda relacionada Google
ratón ergonómico vertical con cable,,,commercial_investigation,mejor-raton-vertical-ergonomico,,Búsqueda relacionada Google
productividad teletrabajo,0,,informational,productividad-en-casa-entorno-fisico,,Secondary keyword — KW Surfer 0
home office productivo,0,,informational,productividad-en-casa-entorno-fisico,,Secondary keyword — KW Surfer 0
rendimiento teletrabajo,0,,informational,productividad-en-casa-entorno-fisico,,Secondary keyword — KW Surfer 0
entorno de trabajo en casa,0,,informational,productividad-en-casa-entorno-fisico,,Secondary keyword — KW Surfer 0
altura correcta escritorio y silla,0,,informational,altura-correcta-escritorio-silla,,Primary keyword — KW Surfer 0 (tráfico via "altura escritorio" 880)
calcular altura ideal mesa escritorio,0,,informational,altura-correcta-escritorio-silla,,Búsqueda relacionada Google — KW Surfer 0
altura silla escritorio,110,,informational,altura-correcta-escritorio-silla,,Búsqueda relacionada Google — KW Surfer 2026-04
altura mesa ordenador,0,,informational,altura-correcta-escritorio-silla,,Búsqueda relacionada Google — KW Surfer 0
altura escritorio 81 cm,,,informational,,,Búsqueda relacionada Google — no mapeado
fatiga visual pantalla,0,,informational,fatiga-visual-pantalla,perifericos,Primary keyword — KW Surfer 0 (head "fatiga visual" 880)
fatiga visual digital,0,,informational,fatiga-visual-pantalla,perifericos,Secondary keyword — KW Surfer 0
síndrome visual informático,170,,informational,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 2026-04
fatiga ocular tratamiento,210,,informational,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 2026-04
configurar pantalla para no dañar la vista,0,,informational,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 0
ojos irritados por pantalla,0,,informational,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 0
gafas para fatiga ocular,0,,commercial_investigation,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 0 (head "gafas luz azul" 8100)
como evitar fatiga ocular,0,,informational,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 0
fatiga ocular síntomas,390,,informational,fatiga-visual-pantalla,perifericos,Búsqueda relacionada Google — KW Surfer 2026-04
mejor soporte monitor brazo articulado,0,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Primary keyword — KW Surfer 0 (tráfico via "soporte monitor escritorio" 1600)
soporte monitor escritorio,1600,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Búsqueda relacionada Google — KW Surfer 2026-04
brazo articulado monitor,110,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Secondary keyword — KW Surfer 2026-04
brazo monitor VESA,0,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Secondary keyword — KW Surfer 0
soporte monitor sobremesa,320,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Búsqueda relacionada Google — KW Surfer 2026-04
soporte monitor doble,880,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Búsqueda relacionada Google — KW Surfer 2026-04
brazo soporte monitor,,,commercial_investigation,mejor-soporte-monitor-brazo-articulado,perifericos,Búsqueda relacionada Google
soporte monitor pared,,,commercial_investigation,,perifericos,Búsqueda relacionada Google — no cubierto (ángulo diferente)
iluminación espacio trabajo,0,,informational,mejorar-iluminacion-espacio-trabajo,ambiente,Primary keyword — KW Surfer 0 (head "iluminación oficina" 320)
luz para trabajar en casa,0,,informational,mejorar-iluminacion-espacio-trabajo,ambiente,Secondary keyword — KW Surfer 0
lámpara escritorio home office,0,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,KW Surfer 0 — moved to comparativa lámparas
temperatura de color trabajo,0,,informational,mejorar-iluminacion-espacio-trabajo,ambiente,Secondary keyword — KW Surfer 0
iluminación home office,0,,informational,mejorar-iluminacion-espacio-trabajo,ambiente,Secondary keyword — KW Surfer 0
mejor luz para trabajar ordenador,0,,informational,mejorar-iluminacion-espacio-trabajo,ambiente,Búsqueda relacionada Google — KW Surfer 0
iluminación oficinas normativa,,,informational,,ambiente,Búsqueda relacionada Google — no cubierto (ángulo normativa PRL)
iluminación adecuada puesto trabajo,0,,informational,mejorar-iluminacion-espacio-trabajo,ambiente,Búsqueda relacionada Google — KW Surfer 0
mejor lámpara escritorio LED,0,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,Primary keyword — KW Surfer 0 (head "lámpara escritorio led" 1300)
flexo LED teletrabajo,0,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,Secondary keyword — KW Surfer 0
barra de monitor LED,0,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,Secondary keyword — KW Surfer 0
mejor flexo para estudiar,110,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,Búsqueda relacionada Google — KW Surfer 2026-04
lámpara escritorio LED IKEA,,,commercial_investigation,,ambiente,Búsqueda relacionada Google — no cubierto (marca IKEA sin Amazon)
SLATOR lámpara escritorio LED,,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,Búsqueda relacionada Google — marca específica
mejores lámparas de escritorio,0,,commercial_investigation,mejor-lampara-escritorio-led,ambiente,Búsqueda relacionada Google — KW Surfer 0
home office piso pequeño,0,,informational,home-office-piso-pequeno,productividad,Primary keyword — KW Surfer 0 (head 'despacho en casa' 1300)
despacho pequeño en casa,110,,informational,home-office-piso-pequeno,productividad,Secondary keyword — KW Surfer 2026-04
teletrabajar piso pequeño,0,,informational,home-office-piso-pequeno,productividad,Secondary keyword — KW Surfer 0
escritorio compacto teletrabajo,0,,commercial_investigation,home-office-piso-pequeno,productividad,Secondary keyword — KW Surfer 0
organizar cables escritorio,110,60%,commercial_investigation,organizar-cables-escritorio,ambiente,Primary keyword — KW Surfer 0 (head 'organizador de cables' 2900)
organizador cables escritorio,480,70%,commercial_investigation,organizar-cables-escritorio,ambiente,Secondary keyword — KW Surfer 2026-04
ocultar cables escritorio,90,50%,informational,organizar-cables-escritorio,ambiente,Secondary keyword — KW Surfer 2026-04
caja organizador de cables,480,8%,commercial_investigation,organizar-cables-escritorio,ambiente,Búsqueda relacionada Google — KW Surfer 2026-04
esconder cables escritorio,110,40%,informational,organizar-cables-escritorio,ambiente,Búsqueda relacionada Google — KW Surfer 2026-04
organizador cables bajo mesa,140,,,organizar-cables-escritorio,ambiente,Búsqueda relacionada Google — KW Surfer 2026-04
bandeja cables escritorio,140,,,organizar-cables-escritorio,ambiente,Búsqueda relacionada Google — KW Surfer 2026-04
escritorio plegable,,,commercial_investigation,,productividad,Búsqueda relacionada Google — no cubierto directamente
despachos pequeños IKEA,,,commercial_investigation,,productividad,Búsqueda relacionada Google — marca IKEA sin Amazon
novedades home office 2026,0,,informational,novedades-home-office-2026,hub-central,Primary keyword — KW Surfer 0 (2026-04)
productos home office 2026,0,,informational,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
tendencias home office 2026,0,,informational,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
novedades teletrabajo,0,,informational,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04). Keyword ideas: estatuto trabajadores (irrelevante)
home office 2026,0,,informational,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
productos teletrabajo,0,,informational,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
accesorios home office,0,,commercial_investigation,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04). Keyword ideas: ikea organizadores escritorio 1900
gadgets home office,0,,commercial_investigation,novedades-home-office-2026,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
silla gaming vs silla ergonómica,0,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Primary keyword — KW Surfer 0 (2026-04). Tráfico via head terms "silla gaming" 49500
silla gaming vs ergonómica para trabajar,0,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Secondary keyword — KW Surfer 0 (2026-04)
silla gaming para trabajar,0,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Secondary keyword — KW Surfer 0 (2026-04)
silla gaming o silla oficina,0,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Secondary keyword — KW Surfer 0 (2026-04)
silla gaming ergonómica,0,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Secondary keyword — KW Surfer 0 (2026-04)
silla gaming teletrabajo,0,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Secondary keyword — KW Surfer 0 (2026-04)
silla ergonómica oficina,210,,commercial_investigation,silla-gaming-vs-ergonomica,sillas,Secondary keyword — KW Surfer 210 (2026-04)
silla gaming,49500,,commercial_investigation,,sillas,Head term — KW Surfer 49500 (2026-04). Keyword ideas: silla gaming barata 5400
sillas ergonómicas,18100,,commercial_investigation,,sillas,Head term — KW Surfer 18100 (2026-04)
silla oficina ergonómica,8100,,commercial_investigation,,sillas,Head term — KW Surfer 8100 (2026-04)
guía completa home office,0,,informational,guia-completa-home-office,hub-central,Primary keyword — KW Surfer 0 (2026-04). Tráfico via head "home office" 2400
home office guía,0,,informational,guia-completa-home-office,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
montar home office,0,,informational,guia-completa-home-office,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
home office,2400,,informational,guia-completa-home-office,hub-central,Head term — KW Surfer 2400 (2026-04). Parcialmente contaminado por Microsoft Office en SERP
oficina en casa,880,,informational,guia-completa-home-office,hub-central,Head term — KW Surfer 880 (2026-04). Keyword ideas: ikea oficina 1600 / oficinas en casa 880
teletrabajo desde casa,720,,informational,guia-completa-home-office,hub-central,Head term — KW Surfer 720 (2026-04). Keyword ideas: teletrabajo 12100 / trabajo desde casa 22200
qué necesitas para trabajar desde casa,0,,informational,guia-completa-home-office,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
equipamiento home office,0,,commercial_investigation,guia-completa-home-office,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
cómo montar oficina en casa,0,,informational,guia-completa-home-office,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
home office qué necesitas,0,,informational,guia-completa-home-office,hub-central,Secondary keyword — KW Surfer 0 (2026-04)
silla oficina barata,480,,commercial_investigation,mejor-silla-oficina-menos-200-euros,sillas,Primary keyword — KW Surfer 480 (2026-04-14)
silla ergonómica barata,140,,commercial_investigation,mejor-silla-oficina-menos-200-euros,sillas,Secondary keyword — KW Surfer 140 (2026-04-14)
mejor silla escritorio,210,,commercial_investigation,mejor-silla-oficina-menos-200-euros,sillas,Secondary keyword — KW Surfer 210 (2026-04-14)
mejores sillas ergonómicas,170,,informational,,sillas,Head term — KW Surfer 170 (2026-04-14)
silla oficina 200 euros,0,,commercial_investigation,mejor-silla-oficina-menos-200-euros,sillas,Secondary keyword — KW Surfer 0 (2026-04-14)
silla ergonómica menos 200 euros,0,,commercial_investigation,mejor-silla-oficina-menos-200-euros,sillas,Secondary keyword — KW Surfer 0 (2026-04-14)
auriculares cancelación ruido,2900,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Head term — KW Surfer 2900 (2026-04-15). Keyword fuerte para pilar audio-video
auriculares cancelación ruido trabajar,0,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Primary keyword — KW Surfer 0 (2026-04-15). Tráfico via head term 2900
auriculares con cancelación de ruido,2400,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 2400 (2026-04-15)
cascos cancelación ruido,1600,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 1600 (2026-04-15)
cascos con cancelación de ruido,1300,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 1300 (2026-04-15)
cascos inalámbricos cancelación de ruido,590,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 590 (2026-04-15)
auriculares con micro,2400,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas desde "auriculares oficina" — KW Surfer 2400 (2026-04-15)
auriculares para trabajar,110,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 110 (2026-04-15)
auriculares para trabajo,140,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 140 (2026-04-15)
auriculares teletrabajo,110,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Keyword ideas — KW Surfer 110 (2026-04-15)
auriculares oficina,110,,commercial_investigation,mejores-auriculares-cancelacion-ruido,audio-video,Searched keyword — KW Surfer 110 (2026-04-15)
mejor webcam,210,,commercial_investigation,mejor-webcam-videollamadas,audio-video,Head term — KW Surfer 210 (2026-04-15)
mejor webcam videollamadas,0,,commercial_investigation,mejor-webcam-videollamadas,audio-video,Primary keyword — KW Surfer 0 (2026-04-15). Tráfico via "mejor webcam" 210
mejor webcam calidad precio,260,,commercial_investigation,mejor-webcam-videollamadas,audio-video,Keyword ideas — KW Surfer 260 (2026-04-15)
mejores webcams,260,,commercial_investigation,mejor-webcam-videollamadas,audio-video,Keyword ideas — KW Surfer 260 (2026-04-15)
logitech webcam,880,,navigational,mejor-webcam-videollamadas,audio-video,Keyword ideas — KW Surfer 880 (2026-04-15). Marca líder del segmento
webcam teletrabajo,0,,commercial_investigation,mejor-webcam-videollamadas,audio-video,Searched keyword — KW Surfer 0 (2026-04-15)
cámara web,3600,,commercial_investigation,,audio-video,Keyword ideas — KW Surfer 3600 (2026-04-15). Head term muy genérico
mejor micrófono videollamadas,0,,commercial_investigation,mejor-microfono-videollamadas,audio-video,Primary keyword — KW Surfer 0 (2026-04-15). Sin volumen directo
micrófono USB,110,,commercial_investigation,mejor-microfono-videollamadas,audio-video,Searched keyword — KW Surfer 110 (2026-04-15)
micrófono pc,720,,commercial_investigation,mejor-microfono-videollamadas,audio-video,Keyword ideas — KW Surfer 720 (2026-04-15). Head term accesible
micrófonos para la pc,1000,,commercial_investigation,mejor-microfono-videollamadas,audio-video,Keyword ideas — KW Surfer 1000 (2026-04-15)
micrófono,22200,,commercial_investigation,,audio-video,Head term — KW Surfer 22200 (2026-04-15). Demasiado genérico para atacar
ajustar silla oficina,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — keyword ideas: silla 110000 / silla oficina 14800 / mecanismo silla oficina 90
regular altura silla ergonómica,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04
cómo ajustar silla de trabajo,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — no results found
altura asiento silla oficina,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — keyword ideas: altura mesa escritorio 720 / altura mesa oficina 110
regulación silla ergonómica,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — keyword ideas: medidas sillas 720 / altura silla 390 / altura sillas 390
silla oficina ajustes,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04
mecanismo silla ergonómica,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — keyword ideas: sillas ergonómicas oficinas 8100 / silla ergonómica 3600
lumbar silla ajuste,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — keyword ideas: cojín lumbar ortopédico 590 / soporte lumbar 210
silla de oficina cómo ajustar,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — keyword ideas: partes de la silla 480
altura silla de escritorio correcta,0,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — no results found
altura silla,390,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — head term from keyword ideas
partes de la silla,480,,informational,,sillas,KW Surfer 2026-04 — head term from keyword ideas
mecanismo silla de oficina,90,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — head term from keyword ideas
sillas ergonómicas oficinas,8100,,commercial_investigation,,sillas,KW Surfer 2026-04 — head term from keyword ideas
silla oficina ergonómica,3600,,commercial_investigation,,sillas,KW Surfer 2026-04 — head term from keyword ideas (variaciones 1900-3600)
ergonómico silla,9900,,informational,,sillas,KW Surfer 2026-04 — head term from keyword ideas
espaldar silla ergonómica,110,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — head term from keyword ideas
altura silla escritorio,110,,informational,ajustar-silla-oficina-correctamente,sillas,KW Surfer 2026-04 — head term overlap con altura-correcta-escritorio-silla
